Booking_ID,no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_year,arrival_month,arrival_date,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_cancelled,avg_price_per_room,no_of_special_requests,booking_status,total_nights,total_guests,month_name,arrival_date_with_month,total_amount
INN10358,2,0,0,2,Meal Plan 1,0,Room_Type 1,245,2018,6,17,Offline,0,0,0,75,0,Cancelled,2,2,June,43268,150
INN10359,2,0,0,1,Not Selected,0,Room_Type 1,45,2018,3,8,Online,0,0,0,68,0,Cancelled,1,2,March,43167,68
INN10360,2,0,1,3,Meal Plan 1,0,Room_Type 1,70,2018,4,4,Online,0,0,0,91,2,Not_Cancelled,4,2,April,43194,364
INN10361,1,0,0,2,Meal Plan 1,0,Room_Type 1,63,2018,1,19,Offline,0,0,0,71,0,Not_Cancelled,2,1,January,43119,142
INN10362,2,0,1,2,Not Selected,0,Room_Type 2,112,2018,3,21,Online,0,0,0,59,0,Not_Cancelled,3,2,March,43180,177
INN10363,1,0,0,2,Meal Plan 1,0,Room_Type 4,16,2018,3,8,Corporate,0,0,0,76,0,Not_Cancelled,2,1,March,43167,152
INN10364,2,0,0,3,Meal Plan 2,0,Room_Type 1,34,2017,9,23,Offline,0,0,0,225,0,Cancelled,3,2,September,43001,675
INN10365,3,0,2,0,Meal Plan 1,0,Room_Type 4,13,2018,7,24,Online,0,0,0,187,1,Not_Cancelled,2,3,July,43305,374
INN10366,2,0,1,2,Meal Plan 1,0,Room_Type 1,273,2018,5,13,Offline,0,0,0,95,0,Cancelled,3,2,May,43233,285
INN10367,2,0,0,3,Meal Plan 1,0,Room_Type 1,104,2017,12,3,Offline,0,0,0,75,0,Not_Cancelled,3,2,December,43072,225
INN10368,1,0,2,2,Meal Plan 1,0,Room_Type 1,5,2018,11,6,Online,0,0,0,152,0,Cancelled,4,1,November,43410,608
INN10369,2,0,0,3,Not Selected,0,Room_Type 1,66,2018,3,16,Online,0,0,0,74,0,Cancelled,3,2,March,43175,222
INN10370,2,0,1,3,Meal Plan 1,0,Room_Type 4,61,2017,10,19,Online,0,0,0,79,2,Not_Cancelled,4,2,October,43027,316
INN10371,2,0,0,2,Meal Plan 1,0,Room_Type 1,30,2018,6,2,Offline,0,0,0,140,0,Not_Cancelled,2,2,June,43253,280
INN10372,2,0,1,0,Meal Plan 1,0,Room_Type 1,258,2018,10,16,Offline,0,0,0,110,0,Cancelled,1,2,October,43389,110
INN10373,2,0,0,4,Meal Plan 1,0,Room_Type 1,96,2018,12,7,Online,0,0,0,88,1,Not_Cancelled,4,2,December,43441,352
INN10374,2,0,0,1,Meal Plan 1,0,Room_Type 6,31,2018,10,19,Online,0,0,0,169,0,Cancelled,1,2,October,43392,169
INN10375,2,1,1,3,Meal Plan 1,0,Room_Type 1,50,2018,3,28,Online,0,0,0,101,0,Cancelled,4,3,March,43187,404
INN10376,1,0,0,2,Meal Plan 1,0,Room_Type 1,32,2017,11,20,Offline,0,0,0,73,1,Not_Cancelled,2,1,November,43059,146
INN10377,2,0,0,2,Meal Plan 2,0,Room_Type 1,102,2017,10,16,Offline,0,0,0,102,0,Cancelled,2,2,October,43024,204
INN10378,2,0,0,2,Meal Plan 1,0,Room_Type 4,37,2018,3,24,Online,0,0,0,135,0,Not_Cancelled,2,2,March,43183,270
INN10379,2,0,0,4,Meal Plan 1,0,Room_Type 5,112,2018,8,24,Offline,0,0,0,116,0,Cancelled,4,2,August,43336,464
INN10380,2,0,1,3,Meal Plan 1,0,Room_Type 1,322,2018,5,19,Offline,0,0,0,80,0,Cancelled,4,2,May,43239,320
INN10381,2,0,1,1,Not Selected,0,Room_Type 1,39,2018,2,15,Online,0,0,0,68,0,Cancelled,2,2,February,43146,136
INN10382,2,0,2,3,Meal Plan 1,0,Room_Type 1,290,2018,10,20,Online,0,0,0,91,0,Cancelled,5,2,October,43393,455
INN10383,1,0,0,3,Meal Plan 1,0,Room_Type 4,28,2018,6,14,Online,0,0,0,108,1,Not_Cancelled,3,1,June,43265,324
INN10384,1,0,2,3,Meal Plan 1,0,Room_Type 1,269,2018,12,29,Offline,0,0,0,70,0,Not_Cancelled,5,1,December,43463,350
INN10385,2,0,2,2,Meal Plan 1,0,Room_Type 1,99,2017,10,30,Offline,0,0,0,65,0,Cancelled,4,2,October,43038,260
INN10386,2,0,0,3,Meal Plan 1,0,Room_Type 4,130,2018,9,29,Online,0,0,0,140,2,Cancelled,3,2,September,43372,420
INN10387,2,0,0,1,Meal Plan 2,0,Room_Type 1,170,2017,9,12,Offline,0,0,0,97,2,Not_Cancelled,1,2,September,42990,97
INN10388,2,0,0,4,Meal Plan 1,0,Room_Type 4,109,2018,8,24,Online,0,0,0,133,0,Cancelled,4,2,August,43336,532
INN10389,2,0,1,5,Meal Plan 1,0,Room_Type 1,135,2018,8,22,Online,0,0,0,72,0,Not_Cancelled,6,2,August,43334,432
INN10390,2,0,1,1,Meal Plan 1,0,Room_Type 4,44,2018,6,18,Offline,0,0,0,96,0,Not_Cancelled,2,2,June,43269,192
INN10391,1,0,2,1,Meal Plan 1,0,Room_Type 1,4,2018,10,16,Online,0,0,0,147,0,Not_Cancelled,3,1,October,43389,441
INN10392,1,0,0,3,Not Selected,0,Room_Type 1,16,2018,12,29,Online,0,0,0,120,1,Not_Cancelled,3,1,December,43463,360
INN10393,1,0,0,1,Meal Plan 1,0,Room_Type 1,0,2018,10,5,Corporate,1,0,1,95,0,Not_Cancelled,1,1,October,43378,95
INN10394,1,0,0,3,Meal Plan 1,0,Room_Type 1,15,2018,10,19,Online,0,0,0,150,2,Not_Cancelled,3,1,October,43392,450
INN10395,3,0,1,3,Meal Plan 1,0,Room_Type 4,134,2018,7,28,Online,0,0,0,134,0,Cancelled,4,3,July,43309,536
INN10396,2,2,2,9,Meal Plan 1,0,Room_Type 2,252,2018,12,28,Online,0,0,0,149,2,Cancelled,11,4,December,43462,1639
INN10397,1,0,1,1,Meal Plan 1,0,Room_Type 1,118,2018,6,6,Offline,0,0,0,110,0,Not_Cancelled,2,1,June,43257,220
INN10398,2,0,1,0,Not Selected,0,Room_Type 1,96,2018,5,23,Online,0,0,0,116,0,Not_Cancelled,1,2,May,43243,116
INN10399,1,0,0,3,Meal Plan 1,0,Room_Type 1,166,2018,11,1,Offline,0,0,0,110,0,Cancelled,3,1,November,43405,330
INN10400,2,0,2,3,Not Selected,0,Room_Type 1,71,2018,4,23,Online,0,0,0,84,0,Cancelled,5,2,April,43213,420
INN10401,2,0,0,2,Meal Plan 2,0,Room_Type 1,39,2017,8,14,Offline,0,0,0,102,0,Not_Cancelled,2,2,August,42961,204
INN10402,2,0,1,4,Meal Plan 1,0,Room_Type 1,148,2017,12,30,Offline,0,0,0,67,0,Not_Cancelled,5,2,December,43099,335
INN10403,3,0,1,1,Meal Plan 1,0,Room_Type 1,32,2018,7,18,Offline,0,0,0,150,1,Not_Cancelled,2,3,July,43299,300
INN10404,2,0,0,1,Meal Plan 1,0,Room_Type 1,44,2018,9,7,Online,0,0,0,98,1,Not_Cancelled,1,2,September,43350,98
INN10405,1,0,0,1,Not Selected,0,Room_Type 1,0,2018,3,3,Online,0,0,0,89,0,Not_Cancelled,1,1,March,43162,89
INN10406,2,0,1,0,Not Selected,0,Room_Type 1,0,2018,3,21,Online,0,0,0,89,0,Not_Cancelled,1,2,March,43180,89
INN10407,2,0,0,4,Meal Plan 1,0,Room_Type 1,259,2018,12,7,Online,0,0,0,74,1,Not_Cancelled,4,2,December,43441,296
INN10408,3,0,2,2,Meal Plan 1,0,Room_Type 4,66,2018,8,6,Online,0,0,0,168,0,Cancelled,4,3,August,43318,672
INN10409,2,2,0,4,Meal Plan 1,0,Room_Type 6,3,2018,11,9,Online,0,0,0,246,1,Not_Cancelled,4,4,November,43413,984
INN10410,2,0,0,2,Not Selected,0,Room_Type 1,68,2018,3,11,Online,0,0,0,68,1,Not_Cancelled,2,2,March,43170,136
INN10411,2,0,2,0,Meal Plan 1,1,Room_Type 1,4,2018,2,7,Online,0,0,0,102,1,Not_Cancelled,2,2,February,43138,204
INN10412,2,0,2,1,Meal Plan 2,0,Room_Type 1,131,2017,8,15,Offline,0,0,0,94,0,Cancelled,3,2,August,42962,282
INN10413,2,0,0,1,Not Selected,0,Room_Type 1,64,2018,4,8,Online,0,0,0,94,1,Not_Cancelled,1,2,April,43198,94
INN10414,2,0,0,2,Not Selected,0,Room_Type 1,0,2018,4,1,Online,0,0,0,75,0,Not_Cancelled,2,2,April,43191,150
INN10415,2,0,0,2,Meal Plan 2,0,Room_Type 1,346,2018,9,13,Offline,0,0,0,115,1,Cancelled,2,2,September,43356,230
INN10416,2,0,0,3,Meal Plan 1,0,Room_Type 1,304,2018,11,3,Offline,0,0,0,89,0,Cancelled,3,2,November,43407,267
INN10417,2,0,2,5,Meal Plan 1,0,Room_Type 1,35,2018,3,9,Online,0,0,0,82,0,Cancelled,7,2,March,43168,574
INN10418,2,0,1,2,Meal Plan 1,0,Room_Type 1,110,2018,7,8,Online,0,0,0,114,1,Not_Cancelled,3,2,July,43289,342
INN10419,1,0,0,3,Meal Plan 1,0,Room_Type 1,71,2018,6,14,Offline,0,0,0,120,0,Not_Cancelled,3,1,June,43265,360
INN10420,2,0,2,1,Meal Plan 1,0,Room_Type 1,145,2017,7,4,Online,0,0,0,76,2,Cancelled,3,2,July,42920,228
INN10421,3,0,1,1,Meal Plan 1,0,Room_Type 4,36,2018,3,12,Online,0,0,0,114,1,Cancelled,2,3,March,43171,228
INN10422,2,0,2,1,Meal Plan 1,0,Room_Type 1,109,2018,6,4,Offline,0,0,0,90,0,Not_Cancelled,3,2,June,43255,270
INN10423,2,0,1,0,Not Selected,0,Room_Type 1,0,2018,3,21,Online,0,0,0,89,0,Not_Cancelled,1,2,March,43180,89
INN10424,1,0,0,1,Meal Plan 1,0,Room_Type 1,0,2018,5,20,Online,0,0,0,161,1,Not_Cancelled,1,1,May,43240,161
INN10425,1,0,0,0,Meal Plan 1,0,Room_Type 1,0,2017,11,4,Complementary,1,1,5,0,0,Not_Cancelled,0,1,November,43043,0
INN10426,2,0,2,0,Meal Plan 1,0,Room_Type 1,27,2018,9,11,Online,0,0,0,110,2,Not_Cancelled,2,2,September,43354,220
INN10427,2,0,1,2,Meal Plan 1,0,Room_Type 1,4,2018,5,9,Offline,0,0,0,95,0,Not_Cancelled,3,2,May,43229,285
INN10428,1,0,2,2,Meal Plan 1,0,Room_Type 1,116,2018,2,28,Offline,0,0,0,60,0,Cancelled,4,1,February,43159,240
INN10429,2,0,0,3,Meal Plan 1,1,Room_Type 1,157,2018,7,7,Online,0,0,0,123,1,Cancelled,3,2,July,43288,369
INN10430,2,0,0,2,Meal Plan 1,0,Room_Type 1,18,2018,4,14,Online,0,0,0,127,1,Not_Cancelled,2,2,April,43204,254
INN10431,2,0,1,3,Meal Plan 1,0,Room_Type 1,42,2018,1,14,Offline,0,0,0,60,0,Not_Cancelled,4,2,January,43114,240
INN10432,1,0,0,2,Meal Plan 1,0,Room_Type 1,192,2018,6,24,Offline,0,0,0,95,0,Not_Cancelled,2,1,June,43275,190
INN10433,2,0,2,3,Meal Plan 1,1,Room_Type 1,77,2018,4,30,Online,0,0,0,123,1,Not_Cancelled,5,2,April,43220,615
INN10434,2,0,0,2,Meal Plan 2,0,Room_Type 1,256,2018,6,15,Offline,0,0,0,115,1,Cancelled,2,2,June,43266,230
INN10435,2,1,0,3,Meal Plan 1,0,Room_Type 1,1,2018,2,11,Online,0,0,0,109,3,Not_Cancelled,3,3,February,43142,327
INN10436,2,0,0,3,Meal Plan 1,0,Room_Type 1,182,2018,8,24,Online,0,0,0,99,0,Cancelled,3,2,August,43336,297
INN10437,2,0,0,2,Meal Plan 1,0,Room_Type 1,59,2018,12,2,Online,0,0,0,94,2,Not_Cancelled,2,2,December,43436,188
INN10438,2,0,0,1,Meal Plan 1,0,Room_Type 1,53,2018,5,17,Online,0,0,0,127,1,Not_Cancelled,1,2,May,43237,127
INN10439,3,0,0,3,Meal Plan 1,0,Room_Type 4,165,2018,8,30,Online,0,0,0,139,0,Cancelled,3,3,August,43342,417
INN10440,2,2,0,1,Meal Plan 1,0,Room_Type 6,0,2018,5,14,Online,0,0,0,221,1,Cancelled,1,4,May,43234,221
INN10441,2,0,0,2,Meal Plan 2,0,Room_Type 1,256,2018,6,15,Offline,0,0,0,115,1,Cancelled,2,2,June,43266,230
INN10442,1,0,0,2,Meal Plan 1,0,Room_Type 1,164,2017,10,2,Offline,0,0,0,100,0,Not_Cancelled,2,1,October,43010,200
INN10443,2,0,2,2,Meal Plan 1,0,Room_Type 1,38,2018,11,19,Online,0,0,0,88,2,Not_Cancelled,4,2,November,43423,352
INN10444,2,0,0,3,Meal Plan 1,0,Room_Type 1,64,2018,9,28,Offline,0,0,0,102,0,Not_Cancelled,3,2,September,43371,306
INN10445,2,0,1,5,Meal Plan 1,0,Room_Type 1,32,2017,9,15,Offline,0,0,0,61,0,Not_Cancelled,6,2,September,42993,366
INN10446,2,0,0,2,Meal Plan 1,0,Room_Type 4,58,2018,9,8,Online,0,0,0,149,1,Not_Cancelled,2,2,September,43351,298
INN10447,2,0,1,3,Meal Plan 2,0,Room_Type 4,9,2018,5,9,Online,0,0,0,179,1,Not_Cancelled,4,2,May,43229,716
INN10448,2,0,0,2,Meal Plan 1,0,Room_Type 1,80,2018,8,12,Online,0,0,0,118,1,Not_Cancelled,2,2,August,43324,236
INN10449,2,0,0,4,Meal Plan 1,0,Room_Type 1,62,2018,4,5,Online,0,0,0,99,1,Not_Cancelled,4,2,April,43195,396
INN10450,2,0,0,1,Meal Plan 1,0,Room_Type 1,3,2018,5,28,Online,0,0,0,161,1,Not_Cancelled,1,2,May,43248,161
INN10451,1,0,2,0,Meal Plan 1,0,Room_Type 1,24,2018,5,22,Online,0,0,0,135,0,Cancelled,2,1,May,43242,270
INN10452,1,0,2,1,Meal Plan 1,0,Room_Type 1,93,2018,10,15,Offline,0,0,0,115,0,Cancelled,3,1,October,43388,345
INN10453,1,0,0,1,Meal Plan 1,0,Room_Type 1,5,2018,3,2,Online,0,0,0,92,0,Not_Cancelled,1,1,March,43161,92
INN10454,2,1,2,6,Meal Plan 1,0,Room_Type 1,2,2017,9,10,Online,0,0,0,164,2,Not_Cancelled,8,3,September,42988,1312
INN10455,2,0,0,1,Meal Plan 1,0,Room_Type 1,0,2017,10,9,Online,0,0,0,164,1,Not_Cancelled,1,2,October,43017,164
INN10456,2,0,0,1,Not Selected,0,Room_Type 1,5,2018,9,17,Online,0,0,0,159,1,Cancelled,1,2,September,43360,159
INN10457,1,0,0,1,Meal Plan 1,0,Room_Type 1,1,2018,11,3,Offline,0,0,0,75,0,Not_Cancelled,1,1,November,43407,75
INN10458,2,0,0,1,Meal Plan 1,0,Room_Type 1,0,2018,10,15,Online,0,0,0,117,1,Not_Cancelled,1,2,October,43388,117
INN10459,2,1,1,3,Meal Plan 1,0,Room_Type 1,48,2018,8,22,Offline,0,0,0,122,0,Not_Cancelled,4,3,August,43334,488
INN10460,2,0,1,4,Meal Plan 1,0,Room_Type 1,4,2018,10,17,Online,0,0,0,160,1,Not_Cancelled,5,2,October,43390,800
INN10461,1,0,0,3,Meal Plan 1,0,Room_Type 1,166,2018,11,1,Offline,0,0,0,110,0,Cancelled,3,1,November,43405,330
INN10462,2,0,1,3,Meal Plan 1,0,Room_Type 4,38,2018,4,21,Online,0,0,0,119,1,Not_Cancelled,4,2,April,43211,476
INN10463,2,0,0,3,Meal Plan 1,0,Room_Type 1,28,2018,10,4,Online,0,0,0,148,2,Not_Cancelled,3,2,October,43377,444
INN10464,2,0,0,2,Meal Plan 1,0,Room_Type 2,188,2018,7,7,Online,0,0,0,87,1,Cancelled,2,2,July,43288,174
INN10465,2,0,1,2,Not Selected,0,Room_Type 1,42,2018,3,25,Offline,0,0,0,63,0,Not_Cancelled,3,2,March,43184,189
INN10466,3,0,2,1,Meal Plan 2,0,Room_Type 1,220,2018,9,17,Offline,0,0,0,213,1,Cancelled,3,3,September,43360,639
INN10467,2,0,2,2,Meal Plan 1,0,Room_Type 1,91,2018,10,8,Online,0,0,0,119,1,Cancelled,4,2,October,43381,476
INN10468,2,0,2,6,Meal Plan 2,0,Room_Type 1,34,2018,12,3,Online,0,0,0,121,2,Not_Cancelled,8,2,December,43437,968
INN10469,1,0,0,4,Meal Plan 2,0,Room_Type 1,43,2018,11,1,Online,0,0,0,124,3,Not_Cancelled,4,1,November,43405,496
INN10470,2,1,1,1,Meal Plan 1,0,Room_Type 1,101,2018,8,20,Online,0,0,0,134,1,Not_Cancelled,2,3,August,43332,268
INN10471,2,0,1,2,Meal Plan 1,0,Room_Type 4,133,2018,8,19,Offline,0,0,0,82,0,Cancelled,3,2,August,43331,246
INN10472,2,0,0,3,Meal Plan 1,0,Room_Type 1,150,2018,6,16,Offline,0,0,0,96,0,Cancelled,3,2,June,43267,288
INN10473,2,0,2,6,Meal Plan 1,0,Room_Type 1,195,2018,7,27,Online,0,0,0,67,1,Not_Cancelled,8,2,July,43308,536
INN10474,1,0,0,2,Meal Plan 2,0,Room_Type 1,377,2018,10,14,Offline,0,0,0,90,0,Not_Cancelled,2,1,October,43387,180
INN10475,2,0,2,5,Meal Plan 1,0,Room_Type 1,107,2018,7,9,Online,0,0,0,109,1,Not_Cancelled,7,2,July,43290,763
INN10476,1,0,1,1,Not Selected,0,Room_Type 1,17,2018,3,19,Online,0,0,0,97,0,Cancelled,2,1,March,43178,194
INN10477,2,0,0,3,Meal Plan 1,0,Room_Type 1,28,2018,10,25,Online,0,0,0,129,0,Not_Cancelled,3,2,October,43398,387
INN10478,1,0,0,1,Meal Plan 1,0,Room_Type 1,5,2017,8,19,Complementary,0,0,0,0,0,Not_Cancelled,1,1,August,42966,0
INN10479,2,0,1,0,Not Selected,0,Room_Type 1,57,2018,8,29,Online,0,0,0,99,1,Not_Cancelled,1,2,August,43341,99
INN10480,2,0,0,3,Meal Plan 1,0,Room_Type 1,12,2018,2,23,Online,0,0,0,72,1,Not_Cancelled,3,2,February,43154,216
INN10481,2,0,0,1,Not Selected,0,Room_Type 1,1,2018,10,13,Online,0,0,0,120,2,Not_Cancelled,1,2,October,43386,120
INN10482,2,0,0,3,Not Selected,0,Room_Type 1,3,2017,10,22,Online,0,0,0,114,1,Not_Cancelled,3,2,October,43030,342
INN10483,1,0,2,3,Meal Plan 1,0,Room_Type 1,15,2018,11,19,Corporate,0,0,0,80,0,Not_Cancelled,5,1,November,43423,400
INN10484,2,0,1,1,Meal Plan 1,0,Room_Type 1,35,2017,9,26,Online,0,0,0,200,1,Not_Cancelled,2,2,September,43004,400
INN10485,2,0,1,4,Meal Plan 1,0,Room_Type 1,34,2018,2,17,Offline,0,0,0,66,1,Not_Cancelled,5,2,February,43148,330
INN10486,2,0,0,2,Meal Plan 1,0,Room_Type 1,68,2017,9,29,Offline,0,0,0,65,0,Not_Cancelled,2,2,September,43007,130
INN10487,2,0,1,0,Meal Plan 1,0,Room_Type 1,82,2018,6,26,Online,0,0,0,96,1,Not_Cancelled,1,2,June,43277,96
INN10488,2,0,0,3,Meal Plan 1,0,Room_Type 1,36,2018,4,27,Online,0,0,0,113,0,Cancelled,3,2,April,43217,339
INN10489,2,0,2,2,Meal Plan 2,0,Room_Type 4,48,2018,10,15,Online,0,0,0,174,2,Not_Cancelled,4,2,October,43388,696
INN10490,2,0,2,0,Meal Plan 2,0,Room_Type 4,25,2018,12,25,Online,0,0,0,152,0,Cancelled,2,2,December,43459,304
INN10491,2,0,2,2,Not Selected,0,Room_Type 1,37,2018,12,2,Online,0,0,0,75,1,Not_Cancelled,4,2,December,43436,300
INN10492,2,0,0,1,Meal Plan 1,0,Room_Type 4,0,2017,10,6,Online,0,0,0,136,1,Not_Cancelled,1,2,October,43014,136
INN10493,2,1,0,1,Meal Plan 1,0,Room_Type 1,13,2018,4,8,Online,0,0,0,119,2,Not_Cancelled,1,3,April,43198,119
INN10494,2,0,1,2,Meal Plan 1,0,Room_Type 1,0,2018,7,25,Online,0,0,0,161,0,Not_Cancelled,3,2,July,43306,483
INN10495,1,0,0,1,Meal Plan 1,0,Room_Type 1,24,2018,2,24,Online,0,0,0,85,2,Not_Cancelled,1,1,February,43155,85
INN10496,2,1,0,1,Meal Plan 1,0,Room_Type 1,162,2018,7,27,Online,0,0,0,122,2,Cancelled,1,3,July,43308,122
INN10497,1,0,0,1,Meal Plan 1,0,Room_Type 1,7,2018,9,20,Online,0,0,0,143,3,Not_Cancelled,1,1,September,43363,143
INN10498,3,0,1,4,Meal Plan 1,0,Room_Type 4,122,2018,6,13,Online,0,0,0,150,2,Not_Cancelled,5,3,June,43264,750
INN10499,2,0,1,1,Not Selected,0,Room_Type 1,128,2018,11,26,Online,0,0,0,79,0,Cancelled,2,2,November,43430,158
INN10500,2,0,1,2,Not Selected,0,Room_Type 1,115,2018,9,23,Online,0,0,0,96,1,Not_Cancelled,3,2,September,43366,288
INN10501,2,0,1,5,Meal Plan 2,0,Room_Type 1,94,2018,3,28,Offline,0,0,0,111,1,Not_Cancelled,6,2,March,43187,666
INN10502,2,0,0,3,Meal Plan 1,0,Room_Type 1,276,2018,9,22,Offline,0,0,0,116,0,Cancelled,3,2,September,43365,348
INN10503,3,0,0,4,Meal Plan 1,0,Room_Type 4,22,2018,11,16,Online,0,0,0,131,3,Not_Cancelled,4,3,November,43420,524
INN10504,1,0,1,2,Meal Plan 1,0,Room_Type 1,3,2018,2,1,Corporate,1,0,9,67,0,Not_Cancelled,3,1,February,43132,201
INN10505,2,0,0,2,Meal Plan 1,1,Room_Type 1,25,2018,8,3,Online,0,0,0,160,1,Not_Cancelled,2,2,August,43315,320
INN10506,1,0,0,5,Not Selected,0,Room_Type 1,22,2018,11,15,Online,0,0,0,48,1,Not_Cancelled,5,1,November,43419,240
INN10507,2,0,1,3,Meal Plan 1,0,Room_Type 1,24,2018,2,25,Offline,0,0,0,60,0,Not_Cancelled,4,2,February,43156,240
INN10508,2,0,1,4,Meal Plan 2,0,Room_Type 1,187,2018,9,12,Online,0,0,0,152,2,Cancelled,5,2,September,43355,760
INN10509,2,2,1,1,Meal Plan 1,0,Room_Type 6,19,2018,12,26,Online,0,0,0,174,1,Not_Cancelled,2,4,December,43460,348
INN10510,2,0,2,1,Meal Plan 1,0,Room_Type 1,148,2018,5,29,Online,0,0,0,114,0,Cancelled,3,2,May,43249,342
INN10511,2,0,0,2,Meal Plan 1,0,Room_Type 1,26,2018,8,30,Online,0,0,0,122,2,Not_Cancelled,2,2,August,43342,244
INN10512,2,0,0,3,Meal Plan 2,0,Room_Type 1,226,2018,10,25,Offline,0,0,0,103,0,Cancelled,3,2,October,43398,309
INN10513,2,0,0,2,Meal Plan 1,0,Room_Type 1,186,2018,7,28,Online,0,0,0,96,1,Cancelled,2,2,July,43309,192
INN10514,2,0,2,1,Not Selected,0,Room_Type 1,73,2018,4,3,Online,0,0,0,76,1,Not_Cancelled,3,2,April,43193,228
INN10515,2,0,1,3,Meal Plan 1,0,Room_Type 1,139,2018,11,7,Online,0,0,0,172,1,Not_Cancelled,4,2,November,43411,688
INN10516,3,0,2,5,Meal Plan 1,0,Room_Type 1,165,2018,8,13,Online,0,0,0,137,0,Cancelled,7,3,August,43325,959
INN10517,1,0,0,1,Meal Plan 1,0,Room_Type 1,21,2018,5,10,Online,0,0,0,94,1,Not_Cancelled,1,1,May,43230,94
INN10518,2,1,2,4,Meal Plan 1,0,Room_Type 4,115,2018,8,20,Online,0,0,0,165,1,Not_Cancelled,6,3,August,43332,990
INN10519,3,0,1,1,Meal Plan 2,0,Room_Type 4,193,2018,8,22,Online,0,0,0,189,1,Cancelled,2,3,August,43334,378
INN10520,2,0,0,2,Meal Plan 2,0,Room_Type 1,320,2018,8,18,Offline,0,0,0,115,1,Cancelled,2,2,August,43330,230
INN10521,1,0,0,2,Meal Plan 1,0,Room_Type 1,164,2017,10,2,Offline,0,0,0,100,0,Cancelled,2,1,October,43010,200
INN10522,1,0,0,3,Meal Plan 1,0,Room_Type 1,37,2018,10,13,Offline,0,0,0,95,0,Not_Cancelled,3,1,October,43386,285
INN10523,2,0,2,3,Meal Plan 1,0,Room_Type 1,50,2018,1,24,Online,0,0,0,59,1,Not_Cancelled,5,2,January,43124,295
INN10524,2,0,2,1,Meal Plan 1,0,Room_Type 1,41,2018,3,13,Corporate,0,0,0,86,0,Not_Cancelled,3,2,March,43172,258
INN10525,1,0,1,2,Meal Plan 1,0,Room_Type 1,114,2018,7,1,Offline,0,0,0,75,0,Cancelled,3,1,July,43282,225
INN10526,2,0,0,2,Meal Plan 1,0,Room_Type 1,17,2017,10,16,Offline,0,0,0,48,0,Not_Cancelled,2,2,October,43024,96
INN10527,2,0,0,2,Meal Plan 2,0,Room_Type 1,39,2017,8,14,Offline,0,0,0,109,0,Not_Cancelled,2,2,August,42961,218
INN10528,2,0,1,3,Meal Plan 1,0,Room_Type 1,210,2017,10,8,Offline,0,0,0,73,0,Not_Cancelled,4,2,October,43016,292
INN10529,1,0,1,5,Meal Plan 1,0,Room_Type 1,349,2018,10,4,Offline,0,0,0,80,0,Cancelled,6,1,October,43377,480
INN10530,2,0,2,4,Meal Plan 1,0,Room_Type 1,21,2018,11,13,Online,0,0,0,88,1,Not_Cancelled,6,2,November,43417,528
INN10531,2,0,2,2,Meal Plan 1,0,Room_Type 1,6,2018,11,13,Online,0,0,0,91,3,Not_Cancelled,4,2,November,43417,364
INN10532,2,0,1,4,Meal Plan 1,0,Room_Type 4,41,2018,8,31,Online,0,0,0,123,2,Not_Cancelled,5,2,August,43343,615
INN10533,2,0,2,1,Meal Plan 1,0,Room_Type 4,2,2018,9,18,Online,0,0,0,194,1,Not_Cancelled,3,2,September,43361,582
INN10534,2,0,0,1,Meal Plan 2,0,Room_Type 2,110,2017,7,23,Offline,0,0,0,98,1,Not_Cancelled,1,2,July,42939,98
INN10535,2,0,0,2,Meal Plan 1,0,Room_Type 4,67,2018,4,22,Offline,0,0,0,91,1,Not_Cancelled,2,2,April,43212,182
INN10536,2,0,0,2,Meal Plan 2,0,Room_Type 1,256,2018,6,15,Offline,0,0,0,115,1,Cancelled,2,2,June,43266,230
INN10537,2,0,0,3,Meal Plan 1,0,Room_Type 1,137,2018,5,5,Online,0,0,0,105,0,Cancelled,3,2,May,43225,315
INN10538,2,0,1,3,Meal Plan 1,0,Room_Type 1,12,2018,8,15,Online,0,0,0,141,2,Not_Cancelled,4,2,August,43327,564
INN10539,3,0,1,2,Meal Plan 1,0,Room_Type 7,36,2018,4,15,Online,0,0,0,203,2,Not_Cancelled,3,3,April,43205,609
INN10540,2,0,0,4,Meal Plan 1,0,Room_Type 1,21,2017,9,1,Online,0,0,0,105,0,Not_Cancelled,4,2,September,42979,420
INN10541,2,0,2,2,Meal Plan 1,0,Room_Type 4,4,2018,12,25,Online,0,0,0,95,1,Not_Cancelled,4,2,December,43459,380
INN10542,2,1,1,2,Meal Plan 1,0,Room_Type 4,109,2018,8,5,Online,0,0,0,144,1,Not_Cancelled,3,3,August,43317,432
INN10543,2,1,1,0,Meal Plan 1,1,Room_Type 4,5,2018,11,20,Complementary,0,0,0,0,2,Not_Cancelled,1,3,November,43424,0
INN10544,2,0,0,1,Meal Plan 1,0,Room_Type 1,11,2018,11,5,Online,0,0,0,130,1,Cancelled,1,2,November,43409,130
INN10545,1,0,1,0,Meal Plan 1,0,Room_Type 1,6,2018,2,1,Online,1,3,1,86,0,Not_Cancelled,1,1,February,43132,86
INN10546,2,0,2,0,Meal Plan 1,0,Room_Type 1,61,2017,10,4,Offline,0,0,0,91,0,Not_Cancelled,2,2,October,43012,182
